,p_value,iterations,chi_sq_stat
0712010101_0206,3.7239176515443556e-14,7,75.06382978723404
0712010101_0207,0.07157203649547826,13,11.597597597597598
0712010101_0208,3.869864346008631e-05,3,30.035714285714285
0712010101_0209,0.007980585372370261,0,17.38095238095238
0712010101_0210,9.613361599903934e-09,2,48.44827586206897
0712010101_0211,2.761052028089122e-05,10,30.805555555555557
0712010101_0212,,,
0712010101_0213,1.367567322960096e-13,0,72.3170731707317
0712010101_0214,0.007980585372370261,3,17.38095238095238
0712010101_0216,3.172221369260617e-09,19,50.85159817351598
0712010101_0217,2.9455360448865787e-06,15,35.851851851851855
0712010101_0218,2.3659830829332646e-09,3,51.48571428571428
0712010101_0219,,,
0712010101_0220,,,
0712010101_0222,0.00035684565895829174,16,24.896551724137932
0712010101_0223,9.613361599903934e-09,1,48.44827586206897
0712010101_0227,0.9708641320429029,8,1.3142857142857145
0712010101_0228,1.3320034645886482e-05,6,32.45945945945946
0712010101_0229,4.7922321229456825e-06,1,34.76190476190476
0712010101_0231,3.5070273249974886e-13,1,70.325
0712010101_0233,0.11031767860585887,4,10.35920177383592
0712010101_0234,0.001380156212384372,6,21.6859756097561
0712010101_0236,8.713439705044628e-05,2,28.17391304347826
0712010101_0237,,,
0712010101_0238,2.9455360448865787e-06,7,35.851851851851855
0712010101_0239,0.0019385914602662966,0,20.866666666666667
0712010101_0240,0.2531251026297838,9,7.800000000000001
0712010101_0241,0.031055771610115513,22,13.875711574952561
0712010101_0242,0.7365642017079177,1,3.5555555555555554
0712010101_0244,0.008648893900133433,8,17.17857142857143
0712010101_0245,1.464699932488089e-07,0,42.5
0712010101_0246,1.0748214638411371e-07,4,43.17948717948718
0712010101_0247,0.9810475157053635,22,1.1111111111111112
0712010101_0248,,,
0712010101_0249,3.635167818339514e-05,11,30.178571428571427
0712010101_0250,0.002136130494572281,11,20.63157894736842
0712010101_0251,0.999942424120902,21,0.14285714285714285
0712010101_0252,0.7365642017079177,1,3.5555555555555554
0712010101_0260,1.8000887899227636e-16,4,86.27083333333334
0712010101_0264,1.9900295281853064e-07,4,41.826086956521735
0712010101_0267,6.001803461942742e-09,3,49.470588235294116
0712010101_0268,1.4767607855251492e-08,16,47.515151515151516
0712010101_0271,1.6759715761418712e-16,20,86.42049180327868
0712010101_0272,0.007980585372370261,14,17.38095238095238
0712010101_0273,0.8571124890919697,20,2.6
0712010101_0276,0.9998933219424238,8,0.17619047619047618
0712010101_0277,1.0,16,0.0
0712010101_0278,1.19886303655978e-07,7,42.93981481481482
0712010101_0282,1.128916166722029e-05,3,32.83333333333333
0712010101_0283,3.9443735158284654e-12,5,65.19047619047619
0712010101_0284,6.237058885925399e-05,21,28.942857142857143
0712010101_0285,0.004699514510153819,11,18.701023391812868
0712010101_0286,0.7365642017079177,13,3.5555555555555554
0712010101_0288,6.474094426612896e-08,24,44.29032258064516
0712010101_0290,,,
0712010101_0291,7.455949091133336e-09,0,49.0
0712010101_0292,0.21558407603713892,23,8.32
0712010101_0293,1.0,0,0.0
0712010101_0294,0.002136130494572281,0,20.63157894736842
0712010101_0297,0.030229645350433692,0,13.94736842105263
0712010101_0298,0.17009350651452063,1,9.0625
0712010101_0299,9.721696389101548e-06,23,33.170731707317074
0712010101_0301,3.969624928268914e-09,0,50.36627140974967
0712010101_0302,9.817250824132371e-08,8,43.37820512820513
0712010101_0303,2.1395305324198703e-07,0,41.666666666666664
0712010101_0309,1.2445670107940502e-12,3,67.640625
0712010101_0312,1.051605252548927e-15,17,82.56944444444444
0712010101_0315,1.464699932488089e-07,1,42.5
0712010101_0317,2.286761078820761e-09,8,51.559322033898304
0712010101_0318,0.2873929639683998,12,7.376899696048633
0712010101_0320,0.4073790387574169,16,6.142857142857142
0712010101_0325,0.8265515338502064,0,2.857142857142857
0712010101_0327,2.1854027652930637e-19,23,100.2876712328767
0712010101_0331,2.2122540313200287e-06,17,36.49122807017544
0712010101_0332,0.030229645350433692,7,13.94736842105263
0712010101_0335,0.019618377945938063,0,15.083333333333334
0712010101_0340,0.15008223509568147,0,9.444444444444445
0712010101_0341,,,
0712010101_0347,1.0,9,0.0
0712010101_0349,0.0011881206996424525,12,22.045454545454547
0712010101_0350,4.2279150750910045e-11,21,60.13380281690141
0712010101_0351,1.0171785107135069e-10,9,58.255319148936174
0712010101_0352,4.703361576535781e-05,16,29.58974358974359
0712010101_0257,,,
0712010101_0270,0.7365642017079177,15,3.5555555555555554
0712010101_0281,,,
0712010101_0295,,,
0712010101_0296,6.901970224256334e-12,4,64.0
0712010101_0304,0.07953545117673191,1,11.3
0712010101_0305,,,
0712010101_0307,0.00019189352177444212,20,26.346153846153847
0712010101_0314,8.713439705044628e-05,2,28.17391304347826
0712010101_0316,0.5256256880793642,4,5.142857142857142
0712010101_0319,,,
0712010101_0323,0.9894759080709176,13,0.8888888888888888
0712010101_0326,,,
0712010101_0328,1.0,3,0.0
0712010101_0329,,,
0712010101_0330,,,
0712010101_0342,0.1967851957739979,6,8.60909090909091
0712020101_0116,4.680212628434101e-08,6,45.0
0712020101_0141,,,
0712020101_0213,0.9993187029958638,17,0.3333333333333333
0712020101_0290,0.010954513840974182,13,16.58064516129032
0712020101_0308,8.801410261935263e-07,0,38.54166666666667
0712020101_0326,,,
0712020101_0371,4.4644527066106403e-07,18,40.044444444444444
0712020101_0592,0.00037745545419312366,5,24.764705882352942
0712020101_0169,0.004555865924041319,12,18.77777777777778
0712020101_0182,0.8358315515200611,2,2.7806451612903222
0712020101_0204,1.4767607855251492e-08,1,47.515151515151516
0712020101_0207,8.159292115333557e-08,15,43.783687943262414
0712020101_0209,0.0019184880369969256,12,20.89189189189189
0712020101_0210,1.631760033429256e-05,4,32.0
0712020101_0218,5.374831329741759e-07,1,39.63414634146341
0712020101_0225,1.4348221351552695e-21,6,110.72815533980582
0712020101_0229,0.004555865924041319,16,18.77777777777778
0712020101_0230,8.97818701601982e-13,1,68.33333333333334
0712020101_0231,6.905648899205924e-06,1,33.94117647058823
0712020101_0235,0.5553739803423539,13,4.910256410256411
0712020101_0236,2.878188740475257e-14,5,75.60714285714286
0712020101_0245,0.5927267512404835,16,4.625
0712020101_0246,1.0508066777973287e-14,6,77.73023692235515
0712020101_0254,4.294639652280279e-18,6,94.08108108108108
0712020101_0261,5.566294593255789e-14,8,74.2156862745098
0712020101_0264,6.768399647247122e-05,23,28.755102040816325
0712020101_0272,1.14192163984969e-19,17,101.63829787234042
0712020101_0278,2.552804282512423e-09,18,51.32142857142857
0712020101_0287,0.07224173485777059,4,11.571428571428571
0712020101_0292,0.6541333169963823,9,4.166666666666666
0712020101_0301,0.007546369510114819,11,17.521428571428572
0712020101_0306,0.0009002874523788165,3,22.708333333333332
0712020101_0315,0.18214593323140152,10,8.85077519379845
0712020101_0594,,,
0712020101_0595,0.0015962949580067306,10,21.33585858585859
0712020101_0596,2.0607122496299733e-15,8,81.1566265060241
0712020101_0611,0.8025456537708167,16,3.05
0712020101_0614,0.00016244693000631776,2,26.733333333333334
0712020101_0619,0.36493301881914614,7,6.545454545454546
0712020101_0622,0.01106760500477968,8,16.554545454545455
0712020101_0178,9.58319508663282e-09,18,48.45510204081633
0712020101_0181,5.406643908976781e-14,20,74.27710843373495
0712020101_0186,7.632044985385665e-07,21,38.85777126099707
0712020101_0190,2.1170069881202748e-11,18,61.611111111111114
0712020101_0193,9.254964963966385e-11,20,58.45762711864407
0712020101_0196,6.083693679725147e-05,19,29.0
0712020101_0198,3.1127044639321614e-11,20,60.78809523809524
0712020101_0200,5.19204570761307e-10,2,54.75609756097561
0712020101_0205,,,
0712020101_0212,0.06868058407062196,17,11.713235294117647
0712020101_0219,2.6018418327323718e-15,20,80.66666666666667
0712020101_0221,2.1625708006268376e-05,24,31.36111111111111
0712020101_0226,5.412893125628541e-21,21,107.97375160051217
0712020101_0228,0.27983515647896173,13,7.466666666666667
0712020101_0232,1.6294861025448132e-19,3,100.89855072463769
0712020101_0234,0.19538238745017725,1,8.631578947368421
0712020101_0238,0.9965500914693475,11,0.5909090909090909
0712020101_0241,2.365044420165161e-16,5,85.69892473118279
0712020101_0242,0.9998453469297354,0,0.2
0712020101_0243,,,
0712020101_0247,0.45005739558755853,24,5.764705882352941
0712020101_0249,0.2668836882000219,2,7.625
0712020101_0251,0.00016244693000631776,2,26.733333333333334
0712020101_0252,0.18981326617709388,12,8.722222222222221
0712020101_0253,1.4049962812018777e-13,8,72.25999999999999
0712020101_0256,0.6541333169963823,0,4.166666666666666
0712020101_0257,,,
0712020101_0258,0.012072370746220392,13,16.333333333333332
0712020101_0260,0.7550217923890391,13,3.416666666666667
0712020101_0262,2.220198344175668e-15,1,81.0
0712020101_0268,1.5356233702500195e-09,4,52.41935483870968
0712020101_0270,0.015761081924626417,0,15.649999999999999
0712020101_0271,0.767036066506268,7,3.325396825396825
0712020101_0274,2.1476832415138895e-09,7,51.69491525423729
0712020101_0275,2.4680874218473228e-06,23,36.2469696969697
0712020101_0276,,,
0712020101_0279,0.015761081924626417,1,15.649999999999999
0712020101_0280,0.27432316551439273,23,7.533333333333333
0712020101_0282,0.717198024848034,0,3.7
0712020101_0283,0.009501878076518824,3,16.941176470588236
0712020101_0284,1.80344176974506e-15,12,81.4367816091954
0712020101_0285,0.004527699201995093,12,18.79310344827586
0712020101_0288,1.0,4,0.0
0712020101_0291,0.009501878076518824,18,16.941176470588236
0712020101_0295,5.171678018243218e-06,1,34.59090909090909
0712020101_0297,3.88202990072824e-28,18,141.9514563106796
0712020101_0299,2.475679204959188e-10,5,56.34782608695652
0712020101_0300,1.5272574505440925e-11,1,62.30769230769231
0712020101_0303,0.019618377945938063,1,15.083333333333334
0712020101_0304,9.796507355486082e-10,0,53.388888888888886
0712020101_0307,0.0017127984612525999,3,21.165957446808513
0712020101_0309,0.009283244336110639,3,17.0
0712020101_0310,0.22531050907287467,19,8.178571428571429
0712020101_0312,1.3870558159821488e-06,4,37.53125
0712020101_0313,1.3320034645886482e-05,1,32.45945945945946
0712020101_0316,4.3309384260262994e-08,20,45.16949152542372
0712020101_0317,6.764195550668185e-07,23,39.12523364485981
0712020101_0319,0.03601609997813933,4,13.48
0712020101_0320,7.277864132902089e-12,6,63.88709677419356
0712020101_0322,7.203408837464935e-08,20,44.05662393162393
0712020101_0324,0.012858598391235765,3,16.172268907563023
0712020101_0325,7.419684407752529e-17,18,88.12658227848101
0712020101_0327,6.43757750501121e-36,10,178.69032258064516
0712020101_0328,2.3001858284337142e-17,15,90.57608695652173
0712020101_0330,,,
0712020101_0333,2.0260174288099805e-20,4,105.2330917874396
0712020101_0334,1.6331144436217005e-14,5,76.80153977758769
0712020101_0335,1.4405304251953113e-09,17,52.557319223985886
0712020101_0336,0.013596970540025342,20,16.029411764705884
0712020101_0337,1.4311426660434704e-09,0,52.57142857142857
0712020101_0338,0.33653596193970986,14,6.833333333333334
0712020101_0350,0.009283244336110639,0,17.0
0712020101_0364,9.759758001161461e-14,21,73.029933481153
0712020101_0369,1.1673439623866215e-14,1,77.50877192982456
0712020101_0374,,,
0712020101_0377,7.838907837984606e-09,2,48.891304347826086
0712020101_0383,0.5555247715052742,16,4.909090909090909
0712020101_0420,0.006232195106377317,2,18.0
0712020101_0434,2.7965016061848676e-12,2,65.92156862745098
0712020101_0601,6.2467718375287276e-06,1,34.166666666666664
0712020101_0602,,,
0712020101_0610,0.8953306326366989,5,2.25
0712020101_0612,0.12465201948308108,16,10.0
0712020101_0613,,,
0712020101_0615,0.9614481775628845,11,1.4702194357366771
0712020101_0616,0.07347516844446088,10,11.523809523809524
0712020101_0617,1.5888731387168488e-13,22,72.0
0712020101_0618,0.05885667167440907,1,12.142857142857142
0712020101_0620,2.3800829810232478e-11,4,61.361111111111114
0712020101_0621,7.665081557070031e-11,8,58.86117936117936
0712020101_0630,0.00035684565895829174,17,24.896551724137932
0712020101_0631,8.605622443880989e-14,22,73.29577464788733
0712020101_0632,0.9994083563112619,23,0.3173913043478261
0712020101_0633,3.9560662682996054e-07,15,40.31150793650794
0712020101_0636,0.17009350651452063,10,9.0625
0712020101_0637,0.9999611703776256,10,0.125
0712020101_0638,0.00016244693000631776,16,26.733333333333334
0712010101_0333,0.0019385914602662966,0,20.866666666666667
0712020101_0128,1.631760033429256e-05,12,32.0
0712020101_0131,,,
0712020101_0159,9.957049571982947e-12,2,63.21951219512195
0712020101_0191,1.0304334516934775e-14,22,77.77146042363434
0712020101_0237,,,
0712020101_0265,,,
0712020101_0302,,,
0712020101_0172,4.0355981087205395e-17,0,89.40066964285714
0712020101_0176,2.7077172551248357e-06,7,36.04
0712020101_0195,6.19187831848798e-36,4,178.76991150442478
0712020101_0211,1.669519537142491e-16,21,86.42857142857143
0712020101_0223,1.141444287506509e-14,7,77.55602006688963
0712020101_0224,0.9999093811770076,11,0.16666666666666666
0712020101_0239,1.331738925507534e-16,17,86.9020202020202
0712020101_0240,1.4926863168999366e-18,7,96.28535353535354
0712020101_0244,0.22614546135311514,0,8.166666666666666
0712020101_0259,2.9455360448865787e-06,18,35.851851851851855
0712020101_0266,1.0271193524464327e-07,0,43.27906976744186
0712020101_0273,,,
0712020101_0289,,,
0712020101_0293,0.03803761028448979,0,13.333333333333336
0712020101_0294,,,
0712020101_0311,,,
0712020101_0318,1.8626412324029328e-05,24,31.700000000000003
0712020101_0321,3.087765195699951e-06,9,35.74641148325359
0712020101_0331,0.030407135225659184,2,13.931818181818182
0712020101_0341,,,
0712020101_0342,0.2668836882000219,2,7.625
0712020101_0345,6.094729204510987e-10,24,54.411149825783966
0712020101_0346,1.3870558159821488e-06,2,37.53125
0712020101_0348,0.7659955003967787,16,3.333333333333333
0712020101_0354,0.006232195106377317,11,18.0
0712020101_0356,2.9455360448865787e-06,3,35.851851851851855
0712020101_0365,,,
0712020101_0368,0.955719152469798,1,1.5555555555555556
0712020101_0372,0.00037745545419312366,0,24.764705882352942
0712020101_0394,0.00044434814739693896,8,24.38095238095238
0712020101_0604,,,
0712020101_0605,0.8691332360737207,2,2.494047619047619
0712020101_0608,2.2005696210708655e-14,9,76.17307692307693
0712020101_0609,3.301062430318652e-07,18,40.711028783129095
