hid,0
103,478.73252107108385
104,97.02698642892442
107,106.95069021060326
108,439.00532003225095
109,22.165612397137313
151,106.95069021060326
1010,34.48969817216496
1011,478.73252107108385
1013,51.531259208710324
1014,883.5956759425167
1017,48.90723817959803
1018,37.91624871911265
1019,89.13472830336352
1020,35.794322780925256
1021,89.13472830336352
1022,478.73252107108385
1023,51.531259208710324
1025,89.13472830336352
1026,21.601873579497322
1027,35.794322780925256
1029,110.69083012990427
1031,24.58650180132622
1034,14.455556912380755
1035,14.455556912380755
1036,91.1079265248503
1040,114.4243858000166
1042,21.601873579497322
1047,34.48969817216496
1055,97.02698642892442
1056,14.455556912380755
1057,588.2105014640726
1058,55.83266682717875
1059,55.83266682717875
1060,588.2105014640726
1062,55.83266682717875
1064,55.83266682717875
1066,21.601873579497322
1069,97.02698642892442
1071,55.83266682717875
1073,55.83266682717875
1075,55.83266682717875
1076,30.485926569487525
1077,55.83266682717875
1080,55.83266682717875
1081,21.601873579497322
1083,48.97495153045484
1084,48.97495153045484
1086,48.90723817959803
1087,277.6138258523831
1090,48.97495153045484
1091,50.26613223843666
1093,97.02698642892442
1094,37.91624871911265
1098,38.23039005725506
1510,196.14101283247413
1523,48.97495153045484
1526,38.68448930828332
1528,34.48969817216496
1530,381.6048381288195
1540,30.485926569487525
1543,48.97495153045484
1545,34.48969817216496
1558,294.7729638486353
1561,38.68448930828332
1562,48.97495153045484
1563,46.96090588678774
1566,48.97495153045484
1570,38.23039005725506
1571,55.83266682717875
1574,22.165612397137313
1575,55.83266682717875
1576,45.28467981683179
1577,46.96090588678774
1585,55.83266682717875
1599,26.844362714445737
10100,50.26613223843666
10101,30.485926569487525
10103,55.83266682717875
10106,22.165612397137313
10109,56.96496824458113
10110,114.4243858000166
10111,14.66426309124361
10112,21.601873579497322
10114,277.6138258523831
10116,432.37178011359833
10118,48.97495153045484
10119,338.96758796245535
10120,48.97495153045484
10121,38.68448930828332
10123,48.97495153045484
10124,48.90723817959803
10128,114.4243858000166
10129,55.83266682717875
10130,35.794322780925256
10131,527.7932486865121
10132,56.96496824458113
10133,208.33506122197358
10134,48.97495153045484
10135,338.96758796245535
10136,48.97495153045484
10137,35.794322780925256
10138,48.97495153045484
10139,37.91624871911265
10140,267.8697742008465
10141,30.486882709548603
10142,14.455556912380755
10143,56.96496824458113
10146,21.601873579497322
10147,38.23039005725506
10148,14.455556912380755
10150,21.601873579497322
10151,56.96496824458113
10152,47.840158608289556
10153,30.485926569487525
10154,56.96496824458113
10155,48.97495153045484
10157,46.96090588678774
10158,48.90723817959803
10161,48.90723817959803
10162,44.03552986929155
10164,48.90723817959803
10165,48.90723817959803
10167,56.96496824458113
10174,35.794322780925256
10175,495.70900304969416
10176,35.794322780925256
10177,137.84984985150408
10181,35.794322780925256
10182,35.794322780925256
10188,14.455556912380755
10193,97.02698642892442
10194,48.97495153045484
10195,48.97495153045484
10197,56.96496824458113
10198,14.455556912380755
10199,50.26613223843666
10200,35.794322780925256
10206,218.4740259282945
10212,22.165612397137313
10213,21.601873579497322
10214,55.83266682717875
10217,38.23039005725506
10221,56.22321851386147
10571,48.09808317153042
10601,48.09808317153042
10871,56.22321851386147
15101,48.09808317153042
15106,30.485926569487525
15108,34.48969817216496
15110,46.96090588678774
15112,56.96496824458113
15301,56.22321851386147
15581,70.92242167979364
101141,56.22321851386147
101161,70.92242167979364
101311,129.49827246913966
101751,129.49827246913966
