,p_value,iterations,chi_sq_stat
0712010101_0264,6.087615563030974e-08,0,57.62755455963495
0712010101_0267,0.02396454076525853,24,23.473521795066347
0712010101_0268,5.390163063707631e-06,2,46.635482435544404
0712010101_0271,7.920815889966998e-10,6,67.89324949634153
0712010101_0272,0.7100902138400476,22,8.915973088986071
0712010101_0273,0.998614288243181,0,2.362214062722658
0712010101_0276,0.9929292935109348,10,3.310217781102622
0712010101_0277,,,
0712010101_0278,0.021455944418651746,22,23.829296333207004
0712010101_0282,0.00034394531361591374,21,35.838412460922186
0712010101_0283,1.2755669694715954e-06,2,50.22490902535077
0712010101_0284,0.9690778458649076,10,4.634843680485361
0712010101_0285,0.19400320688584852,18,15.939923330175482
0712010101_0286,0.972432407055748,2,4.507966534237328
0712010101_0288,0.10023151079376938,3,18.540722028100973
0712010101_0290,,,
0712010101_0291,2.433468210063126e-07,6,54.28183487170166
0712010101_0292,0.15755830665340334,6,16.79282060544855
0712010101_0293,,,
0712010101_0294,0.021851396039471956,21,23.77072691321593
0712010101_0297,0.7687323444316717,11,8.207245453566333
0712010101_0298,0.020810729976681718,12,23.927048422658846
0712010101_0299,0.00705768646044102,17,27.27278786054373
0712010101_0301,4.547035229223529e-05,16,41.19424988710091
0712010101_0302,0.0003801073442377709,3,35.56756195808474
0712010101_0303,0.1779106346259692,3,16.299260525016276
0712010101_0309,4.52571227688192e-08,14,58.338458018624884
0712010101_0312,2.786927692014425e-10,24,70.32290517991018
0712010101_0315,4.655057238419574e-06,21,47.00355395058642
0712010101_0317,5.713039026000866e-07,2,52.20029889562673
0712010101_0318,0.9989617006413039,18,2.230690250034507
0712010101_0320,0.9909466107558439,12,3.4932323151831755
0712010101_0325,0.9977930665365429,10,2.594363058866423
0712010101_0327,4.777798001133094e-13,24,84.89034590505233
0712010101_0331,0.142614864577809,12,17.18928059389578
0712010101_0332,0.4994644892234137,24,11.3466845273697
0712010101_0335,0.9356003687425795,23,5.583649985657342
0712010101_0340,0.998610962280199,12,2.3633444671118196
0712010101_0341,,,
0712010101_0347,0.9984722821559455,6,2.408743227606464
0712010101_0349,0.24068080173114917,20,15.01383358215907
0712010101_0350,3.4154882020621534e-09,23,64.47014425965047
0712010101_0351,0.00039370634078566245,20,35.47216567545922
0712010101_0352,0.06889133694946553,15,19.90568060278995
0712010101_0257,,,
0712010101_0270,0.18678211290072771,23,16.098144454780048
0712010101_0281,,,
0712010101_0295,,,
0712010101_0296,4.793325791896149e-13,2,84.88301459875584
0712010101_0304,0.45673972235289495,23,11.86305465913501
0712010101_0305,,,
0712010101_0307,0.00662040400159856,8,27.46457751046809
0712010101_0314,0.0254494598598505,2,23.278886128438884
0712010101_0316,0.3897122474160277,2,12.72005678621565
0712010101_0319,,,
0712010101_0323,0.896853547368239,24,6.360090266721899
0712010101_0326,,,
0712010101_0328,,,
0712010101_0329,,,
0712010101_0330,,,
0712010101_0342,0.9978895455644865,5,2.570905741259447
0712020101_0116,3.5296431130114115e-05,16,41.85005192891481
0712020101_0141,,,
0712020101_0213,0.9931364070508912,14,3.2890466810514507
0712020101_0290,0.41646931238017043,22,12.369628368804097
0712020101_0308,9.389596209757345e-05,1,39.300151584384594
0712020101_0326,,,
0712020101_0371,3.578441317068831e-05,15,41.81457274061107
0712020101_0592,0.0018173030337073845,11,31.229496989588668
0712020101_0169,0.027772399855220294,13,22.994531976570926
0712020101_0182,0.9998955463579706,21,1.4390730998864534
0712020101_0204,1.0515763993449107e-08,7,61.81507648513337
0712020101_0207,8.16269306737823e-17,17,104.24733883469729
0712020101_0209,0.9445569785567749,7,5.367706354269414
0712020101_0210,0.0299376779335241,1,22.748599096517466
0712020101_0218,6.065436612783871e-10,21,68.515322719783
0712020101_0225,2.574046963199168e-19,18,116.8885321378067
0712020101_0229,,,
0712020101_0230,4.288677688787605e-11,9,74.64456773242682
0712020101_0231,0.022689830757351193,16,23.649738653592095
0712020101_0235,0.6833138479987454,4,9.228333971898373
0712020101_0236,1.9824591273430427e-14,16,92.04434171447934
0712020101_0245,0.7813028922108753,14,8.04883050175756
0712020101_0246,0.02404609639404339,17,23.462545639455566
0712020101_0254,8.632163392991446e-13,13,83.5525055744144
0712020101_0261,4.904523731988786e-10,10,69.00986586668745
0712020101_0264,0.009841868501283768,19,26.265684068215098
0712020101_0272,9.582585719240136e-08,5,56.53641542465294
0712020101_0278,9.458579636947872e-07,20,50.96232888415371
0712020101_0287,0.9992426855135985,21,2.0966603472494594
0712020101_0292,0.7176437523042851,14,8.826856402068941
0712020101_0301,0.6020221804186758,9,10.1589057203915
0712020101_0306,0.0022062120412385607,7,30.676817894021312
0712020101_0315,0.9980095349341328,23,2.540575949262809
0712020101_0594,,,
0712020101_0595,0.9984967949137451,11,2.4009535535275606
0712020101_0596,5.8236924513639545e-06,11,46.44100157973121
0712020101_0611,0.935890557123045,10,5.576943410111943
0712020101_0614,0.0006113646878319622,13,34.270468232878784
0712020101_0619,0.9688685809516328,0,4.642453422253034
0712020101_0622,0.08641577984788693,24,19.08846504399904
0712020101_0178,8.071371350306606e-10,14,67.84932730769853
0712020101_0181,2.534196276920218e-11,9,75.85272140848824
0712020101_0186,0.0022968063744623133,18,30.561645977498607
0712020101_0190,2.537425009850191e-16,14,101.74062377648623
0712020101_0193,1.836872347119655e-09,15,65.92656427694972
0712020101_0196,0.0004334428408522028,11,35.21078276382467
0712020101_0198,1.7635910153644092e-09,11,66.02197177210425
0712020101_0200,2.1850592569647587e-09,4,65.51953223217683
0712020101_0205,,,
0712020101_0212,0.9979349276592787,20,2.5595913275401596
0712020101_0219,4.972205946184926e-11,18,74.30445434214738
0712020101_0221,0.0002754753653398053,17,36.43747894983544
0712020101_0226,1.5128658115061054e-13,3,87.48374911201594
0712020101_0228,0.4959953406489478,8,11.387958567970815
0712020101_0232,8.489089255068707e-17,21,104.16078624145757
0712020101_0234,0.9497465983605629,0,5.232828649467942
0712020101_0238,0.9910837321561644,9,3.4815578285058546
0712020101_0241,1.5126366105523648e-06,0,49.80349523519254
0712020101_0242,0.8448820995427166,5,7.188896116461759
0712020101_0243,,,
0712020101_0247,0.9995741009409213,7,1.8756021979737962
0712020101_0249,0.732932462172952,9,8.644798806963848
0712020101_0251,0.35547772110606196,21,13.188671845906626
0712020101_0252,0.9706957619408576,6,4.5748417671960935
0712020101_0253,7.877775289123777e-11,17,73.24464471409604
0712020101_0256,,,
0712020101_0257,,,
0712020101_0258,0.9999786285864073,20,1.0767841929785582
0712020101_0260,0.99918705032915,5,2.125928269240185
0712020101_0262,6.020749241646945e-08,11,57.65406757796684
0712020101_0268,1.9540342030316772e-10,0,71.14575488347688
0712020101_0270,0.7795883628257465,18,8.070610250156472
0712020101_0271,0.9915460249550612,10,3.441226540358147
0712020101_0274,2.4624753224885826e-08,12,59.79271125567051
0712020101_0275,7.158961759961795e-05,12,40.01164106191895
0712020101_0276,,,
0712020101_0279,0.5236547047233124,2,11.061510617893799
0712020101_0280,0.9994846851570863,10,1.9456670032433858
0712020101_0282,0.9982221022136032,18,2.4832701989173414
0712020101_0283,0.9956841847888919,8,2.979912158735308
0712020101_0284,8.839250550365822e-05,7,39.45891067501946
0712020101_0285,0.027822255867062197,21,22.988673353365627
0712020101_0288,0.9951112828421128,16,3.0592206122008987
0712020101_0291,0.18980360488629233,12,16.031367268247312
0712020101_0295,0.7305920741308318,3,8.672827026233936
0712020101_0297,8.686661300435046e-34,24,188.23036877550936
0712020101_0299,0.02081755298997766,4,23.926000044199245
0712020101_0300,6.718628388588363e-07,9,51.80288742343656
0712020101_0303,0.468737175359365,1,11.716146520678873
0712020101_0304,1.0377058982192444e-08,16,61.846540569506544
0712020101_0307,0.9991999672883657,11,2.1192740880393486
0712020101_0309,0.0772079945091888,23,19.4975417278851
0712020101_0310,0.9926296148525399,3,3.3400716977716174
0712020101_0312,0.06289931588809301,2,20.227704222861764
0712020101_0313,0.7097335312395311,8,8.920168968866488
0712020101_0316,0.9966529482550878,5,2.825966162164062
0712020101_0317,1.670374730304588e-07,18,55.19431992909917
0712020101_0319,0.6930504815265883,20,9.115317696903084
0712020101_0320,5.8146590359832956e-08,18,57.73766087897975
0712020101_0322,0.7407544059685148,21,8.550666232580499
0712020101_0324,0.798476402644862,2,7.827301089715666
0712020101_0325,1.4386792115352426e-20,19,123.17162345377304
0712020101_0327,2.9592894917386185e-29,11,166.12346528341686
0712020101_0328,1.1188552459920942e-08,2,61.668083478018346
0712020101_0330,,,
0712020101_0333,5.833087964058022e-05,9,40.54650118705586
0712020101_0334,2.3415899311106383e-06,21,48.71950635014809
0712020101_0335,5.656484989804784e-10,12,68.67787602422578
0712020101_0336,0.01673606197844818,22,24.618829497752856
0712020101_0337,3.229776749970521e-16,16,101.20656578794924
0712020101_0338,0.9068786718607508,5,6.177358229439805
0712020101_0350,0.9394047031233159,0,5.494264031731902
0712020101_0364,1.8548976142422225e-16,3,102.43375174996613
0712020101_0369,8.59761488882628e-14,0,88.7546969619084
0712020101_0374,,,
0712020101_0377,5.927112054014043e-08,6,57.69169059804044
0712020101_0383,0.9848250459824945,2,3.920706857341794
0712020101_0420,0.0017649019863879983,21,31.31255737147272
0712020101_0434,5.692272833263082e-13,11,84.49453280739748
0712020101_0601,0.0015343878889177425,14,31.708750208472516
0712020101_0602,,,
0712020101_0610,,,
0712020101_0612,0.4026350423347029,8,12.549255141638383
0712020101_0613,,,
0712020101_0615,0.9941718100004748,23,3.175641291754414
0712020101_0616,0.9901251888869713,3,3.560648783413103
0712020101_0617,2.1031032551350943e-05,16,43.18215082499457
0712020101_0618,0.9984323916599952,14,2.4212188996885544
0712020101_0620,0.00017353003410172435,9,37.67479812254023
0712020101_0621,1.1105145521326842e-06,15,50.56688997895032
0712020101_0630,0.6220236779903991,19,9.930890109985443
0712020101_0631,0.0002544270937010722,2,36.651213482432745
0712020101_0632,0.9985772159930212,8,2.374698877732252
0712020101_0633,0.6483827994960898,21,9.630018581655362
0712020101_0636,0.9903991233716123,9,3.538625694187408
0712020101_0637,0.9987858074508731,0,2.300892055046387
0712020101_0638,0.04098439168135617,1,21.703170099564133
0712010101_0333,0.1949899818475326,4,15.918661595336818
0712020101_0128,0.3920782215788122,18,12.688555966494125
0712020101_0131,,,
0712020101_0159,1.128792313225635e-08,2,61.647120015087665
0712020101_0191,9.274719591517232e-06,23,45.26682911123724
0712020101_0237,,,
0712020101_0265,,,
0712020101_0302,,,
0712020101_0172,9.074650734195451e-18,3,109.0853404462898
0712020101_0176,0.0004588292415939513,18,35.055755487046056
0712020101_0195,3.451830303893211e-38,4,209.55906597404703
0712020101_0211,4.8995162030814894e-18,9,110.438994548089
0712020101_0223,1.8397481332876586e-16,2,102.4518870917347
0712020101_0224,,,
0712020101_0239,4.790641339097397e-13,24,84.88428034507098
0712020101_0240,4.939931050881458e-21,24,125.4931146941647
0712020101_0244,0.9794937118502821,23,4.202742706040665
0712020101_0259,0.025976104210385507,23,23.212375536933894
0712020101_0266,1.3108013698661102e-06,24,50.15760091640768
0712020101_0273,,,
0712020101_0289,,,
0712020101_0293,0.07017085310174388,12,19.84015002419234
0712020101_0294,,,
0712020101_0311,,,
0712020101_0318,0.0007252126367439985,22,33.80031167349294
0712020101_0321,0.038245512113462686,0,21.93581413625236
0712020101_0331,0.6277108231831414,2,9.866049885375066
0712020101_0341,,,
0712020101_0342,0.9917150545802006,15,3.426085805530973
0712020101_0345,1.5798425844286745e-18,21,112.9206428260994
0712020101_0346,3.051740551525935e-05,15,42.22547770155783
0712020101_0348,0.06294716338802994,14,20.225026715529083
0712020101_0354,0.2551895662786075,5,14.753585896030803
0712020101_0356,0.025376717951151862,10,23.28817271062994
0712020101_0365,,,
0712020101_0368,0.9152911962712458,14,6.015647980169884
0712020101_0372,0.7564186053365023,8,8.359807300192728
0712020101_0394,0.0019747974107902477,9,30.993092103947312
0712020101_0604,,,
0712020101_0605,0.9990230772314445,11,2.2040434656145957
0712020101_0608,1.2980649232297043e-17,4,108.29839495176836
0712020101_0609,1.0428544626361215e-06,11,50.72186264691839
