variable_names,psextype,psextype,pagetype,pagetype,pagetype,pagetype,pagetype,pagetype,pagetype,pagetype,pagetype,pracetype,pracetype,pracetype,pracetype,pracetype,pracetype,pracetype,pedutype,pedutype,pedutype,pedutype,pedutype
variable_categories,1,2,1,2,3,4,5,6,7,8,9,1,2,3,4,5,6,7,1,2,3,4,5
geo,,,,,,,,,,,,,,,,,,,,,,,
631,7937,8526,2449,1679,1471,2416,2168,2149,1997,1253,878,9898,5139,542,76,1,625,179,5305,3482,4448,1986,1240
632,8865,9079,2199,1544,2044,2070,2020,2317,2569,1938,1240,11177,5992,170,40,4,246,314,5850,5098,4430,1494,1071
633,10214,10390,3268,1819,2302,3422,2571,2314,2343,1498,1065,9232,9249,488,81,33,969,550,6963,4481,5596,2139,1424
634,8212,8132,2003,1488,1568,1881,1948,2101,2345,1809,1198,8617,6903,150,10,4,262,395,5876,4412,4023,1223,809
635,7492,7763,2028,1450,1388,1937,1861,2024,1979,1570,1015,10342,4410,105,40,23,231,101,5410,4848,3322,1124,550
636,6466,7961,2116,1554,1440,1949,1913,2062,1944,1024,422,677,13049,208,14,31,230,214,4812,3080,3722,1905,907
637,6346,7434,1897,974,1540,2273,1984,1770,1507,1110,722,6009,6244,867,50,3,505,101,3914,2377,2628,2567,2294
638,7836,8585,2461,1395,1299,2695,2335,2179,1933,1232,889,6847,7016,1599,126,20,532,279,5558,2531,3193,2991,2147
639,7522,7171,2432,1188,997,2874,2473,1797,1354,948,628,9500,1799,1721,532,2,553,585,5019,1559,1710,3783,2620
640,6970,7352,2052,1500,1181,1753,1903,2184,1812,1212,723,10919,2537,286,42,2,341,193,4779,3138,3383,2106,915
641,4932,5346,1430,1021,972,1322,1216,1335,1356,980,642,6311,3468,171,13,1,189,123,3966,2985,2209,726,390
642,5739,5982,1652,1137,1503,1585,1452,1480,1337,963,609,8779,2262,110,85,8,175,300,4135,2974,3068,1015,528
643,5454,5786,1310,1307,980,993,1260,1723,1676,1237,750,7568,2537,521,12,16,312,270,3085,1950,2493,2405,1306
644,8157,8651,2359,1690,1546,2158,2014,2223,2114,1579,1121,13657,1984,164,58,0,436,508,6381,4487,3805,1228,905
645,8741,8963,2304,1603,1527,2114,2228,2416,2358,1845,1307,16198,750,173,48,3,381,151,6271,4952,4343,1425,711
646,5166,5254,1642,1092,973,1392,1343,1366,1183,834,592,9311,386,144,86,0,200,291,4994,2333,1988,748,355
647,9100,9316,2379,1674,1437,2067,2150,2541,2642,2194,1328,16836,317,126,124,24,567,419,7006,5054,4083,1374,897
648,5164,5340,1546,1019,888,1375,1380,1510,1347,907,530,8732,1054,78,35,0,322,279,3880,2799,2453,963,408
649,7542,7680,2180,1176,1715,3012,2273,1825,1507,924,607,7558,4679,853,79,5,466,1581,5020,2407,3541,2934,1320
650,6441,6979,1794,1313,1822,1780,1660,2033,1580,908,527,9095,2835,563,29,5,465,424,3875,2043,3600,2664,1236
651,6513,7218,1973,1598,1045,1483,1884,2141,1875,1042,686,7302,5308,284,18,4,377,436,4330,2420,3100,2525,1354
652,8383,9254,2806,1318,1254,3472,2815,2333,1883,1101,651,7940,6763,1005,16,27,550,1334,5437,2588,3636,3761,2214
653,7488,7615,1993,1814,922,1187,2056,2456,2218,1675,777,12019,1084,1255,25,6,504,207,4192,1497,2693,4200,2519
654,5732,6044,1735,1214,961,1629,1738,1684,1338,932,542,9672,1157,234,76,0,250,385,3809,2098,2810,2163,894
655,6440,6536,1686,1522,1005,1349,1737,2066,1751,1247,610,11708,577,221,7,17,332,111,3984,2306,3194,2374,1116
656,6784,7030,1421,1047,1516,1407,1369,1733,2023,1970,1324,13103,207,94,61,9,218,121,4013,3566,3698,1480,1055
657,11333,11496,3560,2800,1669,2206,3693,3783,2446,1664,1005,18129,782,2937,71,6,557,346,7655,2919,4160,5291,2803
658,9894,9987,2959,2133,1820,2577,2516,2672,2309,1728,1165,17131,1422,344,51,3,407,521,8309,4159,4128,2055,1230
659,6649,7128,1740,1300,1241,1624,1562,1837,1830,1571,1069,11718,1200,172,22,39,283,341,5228,3872,2959,1055,661
660,6014,6604,1425,762,3328,2091,1408,1122,1154,804,519,7930,3499,489,14,10,375,298,3126,2094,3852,1929,1615
661,5832,6045,1644,1126,951,1221,1470,1591,1635,1373,863,9384,1945,178,15,3,204,146,4114,3068,2254,1295,1145
662,7233,7449,2292,1506,1110,2048,2056,2023,1690,1230,724,12069,1359,416,19,5,382,429,5530,3619,3355,1481,697
663,6017,6368,1811,1213,1006,1450,1498,1816,1594,1211,783,9532,2306,124,16,1,226,180,4361,3513,2719,1186,605
664,9771,10416,2916,1748,2319,3308,2335,2282,2537,1676,1063,7475,11362,395,56,41,562,294,7049,5122,5100,1847,1068
665,7312,7817,2193,1587,1297,2276,2279,2173,1819,994,509,6802,3266,2736,120,1,404,1797,5176,2403,2972,3054,1523
666,6326,6853,2154,1685,1061,1421,2099,2108,1477,782,389,8434,2125,1697,18,0,377,527,4736,2147,2511,2488,1296
667,8161,8623,2594,1917,1743,2200,2346,2531,1862,994,593,7763,5995,1518,71,0,609,825,5962,2972,4167,2410,1271
668,5902,6137,1873,1465,973,1376,1669,1980,1504,798,398,7480,2672,1027,14,0,459,386,3990,2053,2836,2145,1014
669,6317,6903,1916,1428,1135,1561,1870,1981,1728,1056,542,5197,6252,705,70,7,423,562,4197,2385,3549,1943,1144
670,10671,10481,3710,2333,2115,3254,3149,2786,2048,1133,620,8561,5098,2895,119,0,685,3791,9176,4012,4092,2591,1278
671,7373,7696,2257,1587,1216,2093,2105,2013,1831,1221,743,11129,2516,552,44,0,664,162,4709,2845,3667,2414,1433
672,6039,6434,1643,1170,1045,1463,1422,1603,1820,1398,904,6124,5886,61,4,26,147,224,4816,3985,2568,725,378
673,9342,10424,2952,2128,1862,2352,2563,2823,2465,1673,945,8936,9719,292,43,20,505,249,6945,4919,4877,2002,1021
674,6825,7493,2070,1669,1337,1790,1972,2154,1686,1062,574,6669,6767,248,17,4,317,295,5008,3326,3288,1750,944
675,7813,8170,2373,1878,1381,2075,2340,2492,1773,1084,585,12089,2977,178,48,8,511,169,5507,3997,4006,1653,820
676,6433,7269,1945,1032,2417,2066,1533,1431,1448,1074,751,1284,11778,282,20,0,234,101,4588,3372,3827,1277,636
677,5573,6487,2009,1380,1245,1709,1620,1658,1337,764,335,2250,8432,418,28,12,351,566,4486,2908,2845,1220,600
678,7728,8576,2784,1775,1586,2663,2188,2052,1788,995,469,2341,11330,1035,24,22,474,1076,6638,4253,3644,1200,567
679,5358,5922,1682,1403,1120,1411,1695,1691,1099,781,394,6013,4622,167,0,0,355,121,3833,2741,2709,1347,649
680,5401,5855,1550,1229,1024,1238,1480,1785,1600,849,498,4801,5349,585,8,0,352,158,3652,2725,2560,1461,856
681,11853,11952,3283,1933,1642,2991,3075,3153,3445,2633,1647,8115,112,7432,57,2522,5214,350,6725,6007,6259,3356,1457
682,9866,10058,2662,1657,1446,2370,2345,2350,3050,2556,1485,6608,131,4454,89,2489,5752,400,5553,4864,5334,2843,1329
683,5346,5078,2038,998,1509,1786,1233,913,900,667,377,3195,453,1105,35,2480,3017,137,3540,2940,2546,996,401
684,5794,5506,1453,866,1190,1660,1264,1287,1489,1100,988,4005,172,2862,25,986,3141,106,2738,2575,2722,2006,1257
685,5220,5276,1080,720,675,1190,1260,1403,1594,1336,1235,2456,67,5221,17,532,2145,55,2187,1845,2374,2541,1548
686,6037,6219,1058,566,1199,1950,1735,1598,1625,1359,1162,2666,229,6403,19,722,2093,122,2280,2171,3273,2739,1791
687,5949,5907,1302,848,1009,1653,1493,1606,1572,1258,1111,1011,124,6983,12,1424,2258,41,3951,2830,2732,1655,687
688,7734,7324,2240,1199,1467,2629,1855,1626,1506,1276,1256,3382,665,6351,37,799,3501,322,4156,3221,4283,2323,1075
689,7267,7184,1823,1263,1212,2110,1827,1927,1743,1388,1156,1684,210,7908,7,1128,3407,104,4007,3319,3942,2340,842
690,6291,6340,2161,1308,1050,2010,1854,1571,1301,802,570,2269,371,4787,23,1359,3696,125,4123,2753,3254,1863,637
691,6205,6047,1450,1011,1499,1315,1242,1415,1875,1552,891,11348,75,117,276,26,335,71,3308,2948,3578,1563,854
692,7516,7642,2131,1383,1189,1963,1858,1863,2027,1641,1100,14335,47,143,133,10,420,68,4436,3361,4629,1803,929
693,5450,5251,1256,824,744,1106,1155,1244,1770,1520,1079,9891,39,58,381,3,266,61,2900,2797,3167,1329,508
694,6009,6236,1691,1465,824,1210,1409,1647,1761,1353,882,10990,29,165,74,18,365,602,4078,2647,3320,1463,736
695,6181,6404,2149,1519,1149,1595,1547,1427,1403,1079,715,9999,53,75,157,7,401,1890,5133,2971,2999,1076,406
696,7032,6685,2195,1662,1255,1783,1929,1735,1384,1083,688,12119,142,220,130,51,511,544,4722,2965,3539,1761,729
697,6227,6454,1992,1456,963,1754,1774,1650,1424,1085,580,11410,236,358,32,53,522,69,3983,2309,3485,2111,792
698,5046,5325,1235,903,848,1627,1432,1343,1357,935,689,9347,145,247,64,14,346,207,2661,1978,2895,1846,989
699,6244,5793,1535,981,1456,2097,1707,1482,1351,926,498,10797,107,270,96,18,487,261,3040,2159,3414,2272,1151
700,5380,5484,1880,1225,924,1501,1345,1152,1219,907,708,10015,52,127,85,0,267,316,4182,2249,3016,899,517
701,5878,5630,1908,1188,1028,1501,1347,1342,1468,1044,678,10531,91,129,134,32,274,315,4496,2600,2870,1065,476
702,6871,6643,2465,1543,2032,1725,1530,1325,1370,923,598,12251,32,80,133,23,389,603,4866,2650,3988,1466,542
703,5730,5705,2192,1329,994,1564,1455,1191,1232,882,593,10210,60,135,62,2,303,661,4201,2183,2855,1534,662
704,6348,6346,2099,1399,1227,1709,1605,1303,1516,1089,744,11279,62,165,598,13,297,277,4336,2747,3566,1421,622
705,6378,6232,1528,1093,904,1379,1426,1643,1924,1529,1179,11892,293,82,29,6,193,112,3575,3652,3556,1146,679
706,7078,7308,1914,1298,1274,1756,1724,1733,1976,1499,1209,11610,1419,350,51,6,631,318,4440,3395,4171,1580,798
707,8595,8662,2041,1494,1861,1865,1969,2115,2429,1888,1590,16132,468,150,28,0,263,215,4801,4654,5048,1832,920
708,5478,5411,1487,886,818,1329,1278,1401,1508,1147,1031,10101,498,51,29,2,183,23,3214,3159,2720,1197,598
709,6814,6896,1679,1174,1239,1570,1608,1773,2015,1453,1196,12901,394,59,24,2,218,110,3895,4375,3561,1276,602
710,7178,6687,1708,1239,1105,1782,1721,1818,2016,1330,1143,13126,421,60,38,2,153,62,4155,3896,3820,1354,639
711,4870,5080,1182,834,1286,1231,1109,1144,1373,969,819,9453,249,81,15,5,118,27,2931,2548,2952,1026,491
712,5363,5205,1366,898,790,1279,1258,1358,1551,1107,957,9950,323,36,24,3,195,34,3274,2847,3129,910,406
713,6614,6645,1645,1167,910,1499,1539,1713,1986,1556,1241,12109,772,68,15,9,236,47,4134,3587,3889,1155,493
714,9296,9235,2279,1520,2167,2420,2203,2232,2411,1881,1414,16149,1383,279,35,12,473,197,5283,4377,5628,1874,1368
715,7979,7644,2047,1349,1172,1876,1927,2077,2269,1597,1305,14299,807,142,21,0,281,70,4720,4128,4478,1477,819
716,7200,7666,2037,1340,1236,1992,1901,1967,2100,1305,985,11205,2682,207,32,11,550,176,4074,2874,4329,2159,1428
717,5500,5872,1677,1137,945,1465,1413,1473,1546,990,723,5577,5173,148,26,6,237,203,4021,3008,2761,935,645
718,5923,6239,1621,1050,1277,1579,1558,1532,1633,1090,819,10942,714,193,17,1,238,55,3092,2277,3451,2080,1260
719,6953,7367,1880,1257,891,2025,1639,1925,2150,1418,1130,12239,1521,87,30,3,349,89,4360,3840,4181,1280,658
720,9461,10218,2618,1801,1600,2483,2426,2578,2790,1969,1411,16115,2516,428,19,15,499,85,5686,4208,4974,3061,1749
721,5071,5500,1452,899,929,1242,1210,1279,1497,1138,924,8212,1622,107,14,3,557,55,3205,2893,2851,1075,545
722,7090,7201,1820,1227,1109,1654,1752,1863,2094,1519,1250,13599,296,66,38,7,236,46,4255,4228,3752,1437,618
723,8836,9459,2721,1630,1635,2495,2216,2232,2360,1701,1301,13330,3213,749,45,0,720,236,5685,3755,4894,2455,1505
724,6591,6739,1841,1189,962,1602,1711,1743,1833,1363,1083,12766,163,152,16,6,156,69,3866,3285,3557,1808,813
725,8404,8844,2350,1383,3047,2219,2103,1971,1969,1285,918,14429,1384,875,35,3,423,97,4421,2937,4879,3312,1697
726,10487,10548,2431,1521,4898,3050,2303,2034,2205,1527,1064,15117,2862,2242,31,7,560,213,4771,3546,6373,3335,3008
727,7710,7772,2060,1466,1210,1797,1784,1925,2245,1623,1369,13564,1286,122,16,3,276,214,4934,5060,3844,1098,545
728,5502,5567,1468,1078,1211,1353,1305,1389,1454,1017,791,8827,1672,84,15,0,237,232,3602,2945,2986,999,537
729,5524,5466,1390,973,862,1352,1318,1425,1631,1108,928,10189,318,95,7,3,156,219,3369,3071,3120,958,471
730,7257,7251,1825,1290,1267,1535,1671,1852,2124,1613,1329,13407,521,134,18,0,197,231,4020,4165,3971,1667,685
731,5159,5261,1349,899,2022,1398,1183,1140,1146,747,531,8684,784,228,6,0,295,421,2836,1900,3375,1532,776
732,4691,4915,1252,872,717,1055,1058,1293,1414,1061,881,8690,494,66,7,4,220,123,2826,2617,2746,953,463
733,9571,10054,2867,1783,1661,2531,2246,2515,2560,1960,1499,14355,3484,560,46,0,696,482,6867,4823,4861,1956,1117
734,7043,7168,1862,1556,1196,1608,1792,1991,1987,1342,874,12749,356,245,28,5,343,482,4518,3561,3828,1466,837
735,7406,7402,2428,1680,1556,1975,2250,1793,1467,988,667,8872,1494,363,75,46,489,3466,6989,3083,3128,1098,508
736,5902,5936,1532,1290,986,1300,1496,1899,1645,978,709,10419,262,432,21,6,267,428,3364,1809,2764,2439,1462
737,7041,7006,2117,1591,1446,1804,1898,1825,1772,986,604,8664,863,752,109,7,445,3204,5849,2692,3325,1533,645
738,6147,6317,1700,1419,801,1236,1582,1970,1704,1256,792,10801,309,639,8,3,278,424,3516,1988,2856,2616,1486
739,6644,6757,2091,1308,1314,1795,1860,1715,1556,1017,742,8600,2465,166,120,5,461,1583,5200,3194,3201,1198,607
740,7038,7159,1913,1619,1581,1774,1986,2113,1474,999,734,10562,1574,552,16,0,451,1040,4552,3293,3742,1888,720
741,8604,8737,2549,2226,1467,1872,2644,2946,2005,1075,554,10464,1983,2597,26,12,715,1542,5641,2619,3302,3633,2144
742,6226,6387,1762,1364,989,1278,1576,1899,1928,1179,636,11671,271,300,7,0,256,105,3530,2337,2825,2613,1307
743,5665,5685,1470,1097,955,1369,1412,1698,1585,1078,683,9208,1566,62,13,2,245,253,3112,3079,3097,1434,628
744,5741,6039,1746,1138,1126,1405,1323,1570,1653,1079,737,9654,526,1060,26,0,369,142,3358,1220,2314,2963,1923
745,5952,6028,1550,1029,1093,1584,1570,1596,1776,1152,626,9416,571,1479,11,1,332,167,2914,1407,2390,3194,2073
746,7226,7613,1937,1431,991,1550,1836,2182,2256,1598,1057,12059,652,1588,4,6,332,196,3865,1951,2803,3678,2541
747,6080,6505,1658,1119,1102,1572,1563,1622,1705,1145,1095,10192,571,1291,11,1,348,169,3317,1766,2734,2998,1768
748,5865,5903,1468,1077,1100,1594,1461,1597,1627,1057,784,9189,319,793,22,41,332,1070,3728,2818,2746,1720,754
749,8812,8958,2411,1652,1581,2429,2341,2475,2542,1483,854,12387,868,2688,54,13,530,1228,5675,3264,4190,3296,1343
750,5993,6156,1677,1337,1076,1627,1916,1862,1376,741,534,8538,929,2038,6,1,324,311,3487,1466,2374,2881,1940
751,7916,7898,2266,1633,1608,1816,2143,2366,2000,1251,728,13449,526,562,50,7,499,718,5081,3360,3790,2416,1166
752,6870,6998,2278,1542,1522,1854,1847,1688,1591,913,631,7447,2636,414,65,0,542,2763,5960,3511,2984,1014,398
753,5842,5883,1494,1159,959,1114,1401,1861,1852,1126,755,9998,214,964,6,7,212,323,3282,1577,2196,2874,1795
754,7843,7396,1899,1560,2178,1919,1690,2103,2034,1076,776,11337,1053,1608,62,10,554,612,4211,2624,3082,3161,2160
755,6585,6901,1754,1558,963,1082,1709,2061,1970,1372,1013,10771,202,1900,43,4,289,275,3736,1115,1763,3682,3188
756,6264,6390,1823,1213,685,1804,1617,1840,1795,1082,792,8862,313,1782,27,18,426,1224,3831,1648,2394,3016,1763
757,8468,9110,2414,1538,1455,2396,2355,2311,2354,1607,1146,9522,5180,424,26,0,381,2043,5721,3630,4052,2551,1622
758,9350,9637,2973,2170,1874,2593,2858,2529,2010,1201,776,9041,1594,437,71,1,601,7239,7831,3694,3472,2210,1779
759,7539,7695,2354,1547,1176,1814,2042,1964,2004,1322,1008,12345,832,355,24,0,360,1316,5404,3206,3155,2190,1277
760,8537,9041,2137,1644,1213,2025,2047,2256,2839,1894,1519,15802,551,723,28,7,301,165,4803,3664,4124,3246,1739
761,8289,8834,2325,1495,1456,2305,2141,2212,2402,1619,1164,12248,3133,299,17,3,398,1022,5166,3915,4793,2199,1047
762,5198,5647,1467,1051,934,1428,1316,1405,1545,1026,669,6354,3652,316,38,2,187,293,3275,2579,3040,1355,595
763,7612,9076,2306,1872,1710,1996,2038,2249,2200,1309,1006,4102,11814,99,34,0,302,335,5753,3935,4665,1568,766
764,7820,8836,2157,1799,1600,1915,1991,2374,2213,1552,1052,4772,10065,160,15,4,393,1244,5107,3336,4797,2118,1295
765,6290,6431,1743,1029,710,1720,1724,1649,1799,1285,1059,9244,193,1685,39,7,279,1272,3708,2047,2436,2917,1611
766,6924,7420,2073,1678,622,897,1649,2193,2083,1643,1503,11842,217,1862,12,0,296,114,4097,1105,1619,3716,3806
767,5986,6230,1861,1141,972,1765,1806,1679,1514,885,591,7118,653,1996,44,1,356,2045,4230,2444,2757,1973,811
768,5320,5520,1447,937,783,1482,1560,1483,1506,999,639,7004,382,2341,69,0,267,776,2971,1952,2417,2270,1229
769,5975,6165,1647,1117,800,1571,1752,1705,1508,1057,980,9671,399,1166,27,8,296,571,3813,1910,2489,2525,1401
770,9048,9623,2312,1406,1248,2487,2331,2515,2821,1800,1747,14479,418,2522,40,22,605,582,5202,3389,4067,3908,2103
771,8501,9437,2108,1575,1877,2005,2131,2258,2490,1936,1556,11345,1833,3451,44,29,762,472,4759,2414,3518,3940,3306
772,6438,6458,1705,1019,1016,1816,1784,1730,1788,1083,954,10425,261,632,40,0,201,1335,4178,3240,3098,1681,697
773,8779,8477,1622,751,1828,4052,2692,2276,1891,1198,943,10781,3386,1616,90,4,626,751,3878,2380,3674,4622,2701
774,8689,8383,1571,616,2312,5832,2349,1640,1261,938,551,14364,771,1200,17,9,538,172,2494,823,1998,7272,4483
775,7695,7925,2521,1163,996,3078,2605,1915,1607,993,739,10289,1156,2567,77,13,680,836,5202,1916,2395,3770,2335
776,7012,7150,1898,1192,1188,2420,2226,1905,1536,982,810,9542,517,1916,28,5,620,1532,4724,2367,2677,2820,1573
777,6622,6934,1721,1086,1027,1907,1996,1960,1827,1147,883,10045,242,868,70,14,521,1795,4126,3093,3264,2066,1007
778,8901,9756,2821,1863,1784,2649,2604,2342,2249,1453,889,6495,7663,244,37,6,408,3802,7924,4899,4022,1296,514
779,6862,6623,1731,903,1207,3706,2186,1485,1129,722,412,9795,567,512,102,1,586,1920,4316,2296,2163,3097,1611
780,9883,9574,3274,2056,2266,3148,2639,2187,1942,1157,784,5548,8734,68,90,8,320,4686,9812,4619,3472,1096,456
781,9124,8863,1910,824,1931,6060,2968,1669,1338,798,486,11378,2479,1690,69,10,571,1789,4120,2010,2841,5579,3435
782,7410,8288,876,344,1602,5215,2180,1681,1658,1357,782,11004,1720,2377,12,2,419,162,1465,897,2175,5693,5467
783,8124,7935,2387,1549,1570,2676,2190,1999,1652,1214,820,7130,1289,3348,114,3,344,3829,7317,4110,2576,1512,544
784,7540,7527,2379,1725,1409,2257,2104,1831,1597,1063,697,9618,560,159,117,2,384,4226,6405,4056,2998,1147,459
785,6060,7002,2092,1269,1264,1962,1453,1512,1574,1095,838,1723,9650,30,18,3,246,1390,5395,3573,3076,679,337
786,8154,10365,2394,1505,2399,3111,2251,2061,2206,1501,1087,2744,14139,955,56,1,463,158,5331,3056,4993,2521,2617
787,6037,6982,1743,1335,1183,1433,1677,1746,1923,1109,866,4865,6698,98,11,3,249,1092,4065,2396,3559,1768,1230
788,5852,6911,1664,1133,1151,1589,1432,1663,1844,1164,1121,240,12229,55,14,0,107,117,4197,2833,3926,1097,708
789,6001,7221,1997,1458,1361,1691,1551,1636,1561,1027,937,4213,8401,32,7,3,175,389,5214,3107,3299,1099,502
790,6731,6838,1922,1592,1146,1412,1719,2082,1796,1191,706,12426,275,400,3,5,221,238,4412,2679,3368,2084,1025
791,8579,8607,2179,1638,1469,2018,2201,2651,2623,1498,905,15936,204,428,14,0,400,202,4666,3547,4502,3080,1390
792,8746,8923,2992,1928,1440,2254,2758,2473,1876,1202,743,15135,1037,449,11,2,375,658,5892,3574,4371,2418,1412
793,5263,5682,1687,1146,1169,1458,1438,1284,1372,803,584,4673,2735,92,41,3,318,3080,4486,3126,2387,699,246
794,5942,6484,1841,1121,1143,1616,1504,1425,1753,1218,804,4906,6456,71,24,0,438,530,4396,3821,3072,753,383
795,5577,5981,1442,1091,917,1314,1411,1619,1695,1097,969,8485,1598,303,58,9,510,593,3152,2887,2844,1771,902
796,6731,6909,1765,1391,1069,1555,1787,1869,1878,1379,943,11968,625,237,25,7,344,432,3978,3324,3402,1965,970
797,8342,8494,2177,1577,1513,2047,2213,2230,2377,1663,1036,15369,643,223,38,3,409,149,4693,4720,4024,2183,1214
798,5678,5314,1439,938,913,1445,1351,1456,1541,1144,761,9103,1180,67,41,3,379,217,3485,3437,2627,970,471
799,5610,5932,1725,1134,1789,1586,1331,1275,1258,782,660,7620,2704,187,50,9,460,509,4108,2702,2828,1146,756
800,7511,7952,2083,1459,1227,1980,1835,1970,2201,1584,1120,13481,781,483,68,9,505,133,4679,3626,3544,2248,1365
801,10117,10332,3392,2284,1798,2606,2502,2520,2408,1670,1264,17723,1091,212,73,18,604,726,8475,5305,4020,1798,850
802,8277,8134,2544,1693,1484,1900,1879,2112,2200,1577,1018,15912,91,74,15,2,269,46,6640,4680,3247,1320,523
803,5136,5172,1416,976,836,1152,1228,1335,1492,1094,775,9815,55,46,14,0,195,181,3496,3224,2535,735,316
804,6274,6299,1816,1268,1103,1509,1469,1601,1709,1209,886,11852,111,119,26,0,217,246,4539,3496,2603,1185,749
805,6605,6743,2042,1318,1118,1567,1515,1665,1864,1252,1002,12840,97,66,40,7,169,126,4515,4000,3140,1164,527
806,6607,6875,2263,1284,1248,2153,1666,1605,1600,1014,646,9521,2297,462,33,30,775,363,5100,3052,3125,1504,699
807,5981,6569,1856,1110,1331,1816,1462,1377,1552,1144,900,9831,1351,682,27,6,443,209,3990,2746,3451,1642,720
808,5613,5615,1732,1383,784,1183,1484,1597,1455,994,613,10058,537,301,19,0,210,102,3861,1972,2749,1755,891
809,6192,6171,1761,1175,1043,1414,1415,1593,1737,1240,983,11640,95,50,14,11,175,376,4124,3908,2856,1012,462
810,9754,9411,2477,1465,4678,2704,2000,1869,1832,1243,892,15632,1031,1541,50,1,444,463,5055,3854,5486,2886,1883
811,6649,6889,1810,1257,1109,1552,1583,1779,1925,1423,1098,11836,694,174,63,0,321,448,4320,4016,3333,1223,645
812,6606,6776,1650,1140,1514,1512,1489,1723,1833,1419,1099,12080,697,81,54,0,346,124,4090,4342,3384,960,605
813,5413,5200,1389,961,853,1231,1240,1450,1501,1120,867,10112,142,45,35,4,209,63,3380,3705,2451,706,370
814,5237,5164,1355,907,804,1222,1251,1421,1500,1129,809,9976,125,26,20,5,214,32,3152,3475,2640,767,365
815,5454,5308,1326,865,1652,1365,1208,1305,1304,986,749,9375,730,184,18,9,380,65,3228,2644,3022,1129,738
816,6341,6511,2043,1370,1020,1494,1784,1891,1562,1038,647,11886,302,358,14,0,238,54,4052,2038,2511,2770,1480
817,6481,6810,1855,1567,954,1616,1924,1994,1718,974,685,11078,473,1243,44,6,348,97,3758,1113,1988,3903,2527
818,6210,6497,2198,1558,906,1551,2052,1851,1269,806,513,11091,654,516,16,4,326,99,4184,1690,2260,2952,1619
819,6462,6495,1648,1160,1123,1628,1600,1740,1726,1346,983,11368,1030,66,41,1,318,132,4114,3956,3161,1179,547
820,5562,5950,1290,827,2274,1313,1147,1350,1378,1074,853,10139,788,169,14,20,331,48,2946,3050,3636,1111,769
821,6155,6049,1463,1138,1173,1357,1413,1731,1821,1268,838,11674,153,142,2,0,193,38,3724,3752,3121,1002,604
822,8179,8207,2321,1813,1298,2095,2317,2321,2031,1330,856,14234,1154,477,46,2,311,160,5056,3421,3529,2978,1401
